report_date,stock_code,company,fetch_status,published_wib,source,flags,title,link
2026-09-22,CUAN,Petrindo Jaya Kreasi,ok,23 Sep 07:34 WIB,Bisnis.com - Market,earnings,"IHSG Dibayangi Keputusan BI Rate, Cermati Saham CUAN–LABA",https://news.google.com/rss/articles/CBMirAFBVV95cUxNVkwyNGZkQ1l5bFpEU1dxYnRLTFlpMkUwTWVGeXppT1dHbi1ScEYzN3hBU3ZtNVRnSkJMOENYcVFzWUN0X2VtUk5CUzNCUkpKWGhFSDRTSXAyZEV6RHE0RUM5d1lZWkZXcTEzdmRndGEtdGR6LUhxRDJ5RVIzTlp0aXpHb09CR3pnYWVRN3p5RHJLR0R4ZkJmcThfSUlkekZiWThEd2JkWFNWWThJ?oc=5
2026-09-22,CUAN,Petrindo Jaya Kreasi,ok,23 Sep 06:07 WIB,InvestorTrust,,"IHSG Berpeluang Uji Support 6.200, Sebaliknya Saham BIPI hingga CUAN Layak Dilirik",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNLTE4N2djV1hpXzBRZktoYWNHSl9WZnZLTG5jUWU0R2FoaDk0SVk1UWthQ3J6WFlPSU1CZG80XzJWVjZfRVRfUFFqYkRIaVgzanlYVTY5MmRrcFlXMVNxNlZfUTJfRWZSUHpxWDZDTHdMODczdXpfNFNudXU5R19Ed1JGbFpiaEdQc1h0VTFpSGdzQlRCaDVHZTJuN3JKTWlhaFhsYmlLYml1OEQtdlZDVjlQUlo1ZHM1Ymo4?oc=5
2026-09-22,CUAN,Petrindo Jaya Kreasi,ok,22 Sep 16:44 WIB,Bisnis.com - Market,suspension/UMA,"IHSG Melemah Jelang Pengumuman BI Rate, Saham AMMN-CUAN Masih Hot",https://news.google.com/rss/articles/CBMitAFBVV95cUxPeFNibTdjLURVR0JDUE1ZRmxITG5XcHdtUXBta2xubGNoQzU2d05RWG0yYTR6VThGckJ1MmlvdkZiR2plRVVuNWRaUnFBZ3RxYWpxMHV1Y2gwOTJhMU1nOUx6OFcwSzYtcTI3cW9HNHk0NEZEZ0JwQ0lOS0xhV1hZeFgtVFFNY01KeUt6VlNzTnVHSnl4VHRtLUIxR0hzTmp2VWZCdm5kaXlybFhLU2VDRzBteDM?oc=5
2026-09-22,TLKM,Telkom Indonesia,ok,23 Sep 22:15 WIB,tvOneNews,,"The Telkom Hub Capai Net Zero Emisi, 66 Lokasi PoP Telkom Menggunakan 21 Persen Energi Terbarukan - galeri foto",https://news.google.com/rss/articles/CBMi5AFBVV95cUxNM1JUWGFvZFZ3OHBWaDRWRlVZOHdOdm9CMVpMZTA4allJUXVycDc5ZEdxcnRhdHMtd19vMkdyVFdkMEg2OHJ1eDZTcjlVbGN4Mm8yek1tSndBSkF4V3dLNnhpTm1ldnpNR3NDdmNmb3ZwYzRaNG5yMm03ZzNEMzQyVTlST1dlcXVUSVFxVm5yOHo2RVU4dDhMWjhfcnU4OWswamtKSm5kS3Q1a3RJQ2x0YjkzMDllWW0zeVBENjFsTk9DZHM5V3pkZW0xRFZpWGdzb2dQN1ZtQms0cEhsYktFaUs2QS0?oc=5
2026-09-22,TLKM,Telkom Indonesia,ok,23 Sep 22:14 WIB,NNC Netralnews,,"The Telkom Hub Capai Net Zero Emisi, 66 Lokasi PoP Gunakan 21% EBT",https://news.google.com/rss/articles/CBMiowFBVV95cUxPLXFpVXp1SFJpeHl6eFhSTnE5WmRzbEhDSjVoQTA0a1J2US1lSDdjRndkU0tHcVhpVW1DZXA5NGwxNzdKbWlvNVVPa0NXMGVxZnRGcTdJNkxoSEZTcWFlbTNfME9BNHQ2bmlVc2pTcWUzbUVJMXFYdnFxZ3M5SmxMVGpoODA0SHJ0T2pRdmpPTk9SSnVVenpLeDBLT0NMMW00TDVv?oc=5
2026-09-22,TLKM,Telkom Indonesia,ok,23 Sep 22:00 WIB,Poskota,,"The Telkom Hub Capai Net Zero Emisi, 66 Lokasi PoP Gunakan 21 Persen Energi Terbarukan",https://news.google.com/rss/articles/CBMivwFBVV95cUxNbVpYdkNQTVVoUkxCZGdNY05HOEVxSTRWMU1DV0JhQU9McTZjQUVvaXIxQUNBQTVPbjR2TTIxSkNUVGtxQS1zbmw2LUNIbERTcm9jcVNrV01od21LNFRDQzU2ck14X0M1azN0SEFtSXNhTGc1TVkyVTQ3STVFdDcxOE9IN2RzdXNJUTc0WVR4N3dDdC1uREJNS3YxWHUwTDV1ZjBBTGtyTjhCMTVjMkV0WmpnTThiSTlYeEVhSENFdw?oc=5
2026-09-22,TLKM,Telkom Indonesia,ok,23 Sep 21:46 WIB,tvOneNews,,"The Telkom Hub Capai Net Zero Emisi, 66 Lokasi PoP Telkom Menggunakan 21 Persen Energi Terbarukan",https://news.google.com/rss/articles/CBMi0wFBVV95cUxNbXZUV1FFQ0hYSkxTMjNOTnA5S3ZqUGFtcVJQNS14Ym52RzJUZm1VTVppMnRNNEtodEF3OXlzYmVvWlV2RWxnUzlnU21DeS1sTVJJMkQ2MEg5UDFHZ0ZMaXVfamhzUW9sUkhQT1RyV1FTTHhzeHJ6VUFTTlhLUFFicGVib19LejhON1ZvajFKb3B4MTBjc1VyT2IyUHRjQVRLTWhtdnRKTVdkNWRGZTZmSEY0YUMzdENvekFHanJpWkJVYTVCRVU0cjRRUEV4M1lGSVMw0gHYAUFVX3lxTFBPS3FBa2tWcjhPNVZSRUhDb0VnT2FDYzRjOVA3M0Z5dVFTbzdfOEpxNlFKOU0yYmtuRlZUMndBWTkteHU2VGVzV0szZUJrT3M0ZFkxUnR4UzhURkFWQjVnZXJ0VzV2MFFmS0lxZGlVdTBqYmdvSFR5YXp3ekpaeW1tTmEtb1pWeHNPejdvTWdVc2FVLWtDR2V4QkpGTDRUN044NnZidUV4T0dWbV9xUGF3QU80NmZxUDVETng4c3dTeXc0SHIybDN2dU9KQmVoSHYxSkRuWGY2Tw?oc=5
2026-09-22,TLKM,Telkom Indonesia,ok,23 Sep 21:43 WIB,JPNN.com,,"Menuju NZE, The Telkom Hub Dorong 66 Lokasi PoP Beralih ke Energi Terbarukan",https://news.google.com/rss/articles/CBMiowFBVV95cUxPaUQwX24yM2FfUzYxTE1XTnRPdkxydXNtV3A3UGhlaUl6WGtFZzdLaW9mYk9SQjMzejY5YllieExKdHBXbWRBSTNOazdZRS1yX1hoRFVTLUFROHZHbG43R3ZtbVhYaUUzeFVZd1FNWDBQTV9GVGQtTEZWNG1EbmpjNUtHYWJsenlGazN6SDhXYW5QekVEckVfY3luNFltLVdnRUdr0gGmAUFVX3lxTE5SZlMtX3l1T01vQnA3bUJhamwwSEwzSTB2VS1XSVZmVnNicWlfRmhHUkQ1cmpEZVRualVCcmY4R1NUNTJwdEVHODBiakl2LVNacFhzQU54VEVQS3Fnd0taMVhXVmtCQlhnaEdUcnNrWndfZEVBN3RIQm5PWFRtX1NTWlRWTlJKODEzcTN3SUhRU0tLUlc2aXZWZmxVVVcyVkdiNWRMZFE?oc=5
2026-09-22,ISAT,Indosat,ok,23 Sep 20:14 WIB,FAJAR,,"Langkah Kemenkop Rebranding Kopdes Merah Putih Disorot Publik, Bandingkan dengan Gojek dan Indosat",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOcXloUjhaYTdvLUdHdDdfblI5d0hhUzJpcVdSb2MxQzRCeDdNM3JRdVNqU0REcnAtdUhCZmZDV2NreDUtYjh0aFNBMlAxeFVjX05VYmlXczNkZnJyVjBxNFdYUDNaZ2Zqcjk2TmdwY19rUVdNMUdLXzdXWS1jeGpNUDlpMkcxSm9BLWVaelpxNXEtX0tCWXA5NXhsbldwb0xqdDBsYzh2ZUpRQlRTcjdOYXY4NEtjMzZpai12TWgzeDNDT2I5bk9acg?oc=5
2026-09-22,ISAT,Indosat,ok,23 Sep 10:41 WIB,bareksa.com,,"Rekomendasi Hari Ini: BMRI, ICBP, ISAT & KLBF, Begini Prediksi Arah IHSG",https://news.google.com/rss/articles/CBMiugFBVV95cUxNZFVqbWZGZHZsWW54TlA2Z1VQaFlvVHlXZ05wZ1BjNVZTQ1VNdnBLYVJDRkdJb2dtYnFCRE5CZ3prdkdhMjNQVFV6XzRRR3g3azdiTjZUN2xZVEJZck80UDR3amJreGNiVHdyVUVKamkySUpVaEZnUDVhZnpva3dLLVU3cUVXa0ZuV3dITk9yb2twdFhrWlFNXzFQLTJfd0RJTlFvcEFZbkJEWGdackU1T3ZPOHBTOTVTdEE?oc=5
2026-09-22,ISAT,Indosat,ok,23 Sep 09:55 WIB,Readers.id,,Indosat Suntik Modal 200 Juta Dolar AS ke Zankore,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1IMFlOYTl1RmVBX2hZZmpwZV9zdDQ4d0cwTDhmaGJDNWhKaERmQUN1TW5UWkxCTGstWWRoWE5EWE02ckFScFVWLXQ0MUNCdE4wMGxsYTBPRWRYR3ljdWN5ZA?oc=5
2026-09-22,ISAT,Indosat,ok,23 Sep 09:54 WIB,Demokratis.co.id,,Indosat Pacu Bisnis Digital Lewat Pusat Komputasi AI Zankore,https://news.google.com/rss/articles/CBMidEFVX3lxTE5hQ21pVVhRaHF0c2NqdDF3UE9idkxmWE9ITnZLYWlZUGVoVUNJUEJxRXMxcXJyYTZRQlFhVV81M3cteWNtMUZ1YWp2eWw3RmFEZ3pUa3pYcFNaSDZhMHN3dmp3TDdWSE9NTXE0STk5V2pzY2lX?oc=5
2026-09-22,ISAT,Indosat,ok,23 Sep 09:49 WIB,kontan.co.id,guidance/target,"Indosat (ISAT) Suntik US$ 200 Juta ke Zankore, Indo Premier Kerek Target Harga",https://news.google.com/rss/articles/CBMirwFBVV95cUxOTVE4TTlUdmRmS2VZRHpiUDRvNm9yRk5CRm1tZjBpUkFuam1EMHZ0MlJzT0pCWWJBTWZnSmdkZnVoZ1JSWkYtMlVNRmxRaTk5THV4YkFUUjczQWhLTHNHT2RlNnVyNlhDakQzaGNzZFEwOUZqX3FfVjNqQWVreEQ4RldGOFpQZlNMbF9LNU9vcHhFTmMtT0J1TGlnRVEzZUlMSlNnMHd4OUFDUk1NVkxN0gGnAUFVX3lxTE82cG0zQkVOblE1dTVKMk40UUpfZEFtVDdHaDh0NkhoZ19MeDlUMEhueml0ektkZjduY1ItV21tc1poNjZ6Y0NMUk9MVFpveklXVW4zRl9Da0ZyRXVidXR2SXE0cno2Y0QyZEtYYUtvQ1A3YzZVWElBZHJoSmFpT3gyZE9HMmRNbUh2M2J0N2NhQ0VKTkxOQWFVYVJoTkpxYXpwWldpaTRZ?oc=5
