report_date,stock_code,company,fetch_status,published_wib,source,flags,title,link
2026-09-23,BBRI,Bank Rakyat Indonesia,ok,23 Sep 20:50 WIB,IDNFinancials,,"Outflow asing Rp468,26 miliar, BBRI bertahan top sell",https://news.google.com/rss/articles/CBMinAFBVV95cUxPbmNBVU9ZVE1WX3FvTjlMU2NEZHQxYVAwTGlzQzFHYnBMZ3lyZUVsSUFMZzl2ZTFycXFiOWVqdEN6UXdjVVdCVzFCNk11QXFyM1NwQkxYWGVCd2Y4dWtTYWlJcEtFNlh6TmVHQmdSaGhJY1lwbEQ5c01yd3U4UzFGbXMwalhjWUlYcnQyWG50RVFVbEhSUFc2dXpHdVk?oc=5
2026-09-23,BBRI,Bank Rakyat Indonesia,ok,23 Sep 18:57 WIB,Suara.com,,BRI Sabet 3 Gelar Sekaligus dan Kukuhkan Puncak Fortune Indonesia 5 Tahun Beruntun,https://news.google.com/rss/articles/CBMixAFBVV95cUxQYXI4UDh3SzlpNjE5Z0t5cnQ0aTNlVVVMWWFnTzVOS1RsNGFwa19rVzVEMzRpNldGYnNDcklkejRrTlB3bWFpMkhaV3BXMGtyRk5VbFhUbVQxdEMwS2RmcHNBU3NqY2J6SGVfUU1XaFREeVA5dEttQ2F1TGI3ZVExRG9uWDRyN05ITGw0NWFXTVA5Unh5SjV1RUtPOUJkeHVaVE9icE16eE1nc3FRZldsRE5xVUczbHM3b1VYQ1FEemx4Q1JF?oc=5
2026-09-23,BBRI,Bank Rakyat Indonesia,ok,23 Sep 18:47 WIB,Berita Moneter,,"IHSG Menguat 1,56% ke 6.374,912 Berkat 448 Saham, Ada BBCA, BBRI, BMRI, SINI, DSSA, BUMi dan DEWA",https://news.google.com/rss/articles/CBMitgFBVV95cUxNTUhPVWdJY19qU3FOZWtFZ0hlcTJTaXpzUVNlUFRLWEdoX1NnN3BQRWppRjhQUW1RSHJQSHkwNFBjcGxJY1A0aldYNVJJQnRZaGE1ODVtN1hucTNkanQ4aU82WW5wTGJPbFBIamV6X1Blbk1tbU5pdEtOZDBZRWIxeVBoYjRtazdlUjdidHZzNzVOQ1pPb0x6NEItS0xfNk9vMnJDT3FxVHR1cVBjVzBQd0VkLTRYQQ?oc=5
2026-09-23,BBRI,Bank Rakyat Indonesia,ok,23 Sep 18:21 WIB,Infobanknews,,"Gen Z Jadi Kekuatan Baru BRI, Budaya Kerja Makin Adaptif",https://news.google.com/rss/articles/CBMihwFBVV95cUxQTG9mUGRRbS1QNDRTM0ZaX2lMbWhWMFZDanB5LV9yaVE4Y2F4RnFXa1NRZVluTEpGSTU0cEJfaFJEemlEeXlaNlBKQ0l5dDdKcy15N0xpbi1sOXJpbkFKTVNKN1RadG1WaGRUMEljUVF0VXQza0RrTGtTckJlaXJmZ0cteFV1U2c?oc=5
2026-09-23,BBRI,Bank Rakyat Indonesia,ok,23 Sep 18:01 WIB,investortrust.id,,"Net Sell Berlanjut Rp 461,34 Miliar, Pemodal Asing Obral Saham BBRI hingga BBNI",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPM3hJZURZS2otWGF1blJMOEFZZUEyazRSMTR0Qm1zSlktVE5xZGdoNXFxV21VRVJFd2ttc0o3cFhtYUpIMkQxc040X0hvTnctLVR2T1lJS1k0d25QNnE0QUZ0NFh4ZU9ZU2p5MjBZODNxa3Zyd0NnVVlJTWdPMzgtNEhUa05DaTF1RzdpQ3hYY2FueU1YMEdzNzYtODN3akhaMXpWT3NPMFFIRktFazNLczlwbkpfSnJF?oc=5
2026-09-23,BBCA,Bank Central Asia,ok,23 Sep 18:47 WIB,Berita Moneter,,"IHSG Menguat 1,56% ke 6.374,912 Berkat 448 Saham, Ada BBCA, BBRI, BMRI, SINI, DSSA, BUMi dan DEWA",https://news.google.com/rss/articles/CBMitgFBVV95cUxNTUhPVWdJY19qU3FOZWtFZ0hlcTJTaXpzUVNlUFRLWEdoX1NnN3BQRWppRjhQUW1RSHJQSHkwNFBjcGxJY1A0aldYNVJJQnRZaGE1ODVtN1hucTNkanQ4aU82WW5wTGJPbFBIamV6X1Blbk1tbU5pdEtOZDBZRWIxeVBoYjRtazdlUjdidHZzNzVOQ1pPb0x6NEItS0xfNk9vMnJDT3FxVHR1cVBjVzBQd0VkLTRYQQ?oc=5
2026-09-23,BBCA,Bank Central Asia,ok,23 Sep 18:24 WIB,kontan.co.id,,BCA Fasilitasi 5.000 Sertifikasi Halal UMKM,https://news.google.com/rss/articles/CBMigwFBVV95cUxOV0diN1QtSTM4SjZwTjVfSjFLS1prWU1RYVJTUlBGNUdoU1R0NXM4YnJWZ0U4anp0bktNUWRqSUQ2c3FKN3NmV0FfVTE4RmZxWWxoMXVWWUltTnYwQUpTVU0xZlJLSFVVbXNRT1JTMkd6aHZ6M2V5N1hZWTZnbXU0ejUtMNIBfEFVX3lxTE1SdmYzSWYyVkV1VDJmYl9uRDRSeXJhMnZMTC1xTzJFbVhoY0xoQ09ieDBVM3VfdzNQbG1ObGRIb2FQNjFqUnpxNEVaNS1aU3ZZM3FKb3dqenRISVA1TmZoeldfNmZ2QTZwT3JHT3puUHdnMjQxWmQ3SjZqWm4?oc=5
2026-09-23,BBCA,Bank Central Asia,ok,23 Sep 18:22 WIB,Bisnis.com - Market,,"Saham BBCA–DSSA Bawa IHSG Naik 1,56%, Ini Daftar 10 Top Leaders",https://news.google.com/rss/articles/CBMirwFBVV95cUxOYmJMZFdNVFF5Q3lRN0JyaGUzdjRhUVdhcDRrSDBBV1B2REdsX1d5TVV0VDN5UWZvazJrTk5ONmo1dm04Y21lU1A2OV9lV3Y5aW44WGNvS0tpS3lBZ3VWMFhLUzU3ODNjQ1g1ZGtuRWNZZFVNaDNOemNLSUl0VHpvTDVGYmdzTXRqVHNybFpNT0YwYWpnbWhscGxuakFicHk1YndIeGhWdUs2TWJWeEt3?oc=5
2026-09-23,BBCA,Bank Central Asia,ok,23 Sep 17:12 WIB,Pintu,,Harga Saham BBCA Hari Ini 23 September 2026: Menguat ke Rp6.300,https://news.google.com/rss/articles/CBMimgFBVV95cUxQbGFnWVFoam93MVFSc0tMVmVad1ktdkxlbVFBSzZkTDg0NjlZNlNMOXN0a0Z5YWRsQXphbDF4MUhxOHN3MzlaTjdqcUo3bURtSVBBSlFHeEJEamNJTklXbjY3RWxZQlh3MDJLejNOX19SUXNhYUxxY1BRM2hzb0l2XzkxdldLcldBTnZOUDdCcFpraXJ1cWZwc1NB?oc=5
2026-09-23,BBCA,Bank Central Asia,ok,23 Sep 16:31 WIB,Bisnis.com - Market,,"Indeks Bisnis-27 Ditutup Hijau Ditopang Penguatan Saham Bank Jmbo BBCA, BBNI Cs",https://news.google.com/rss/articles/CBMixwFBVV95cUxPOEF4UzJ2OEhxZnpRcVhKREhSQ3lwdGN2bGVENjYwTm5qX0xHUTJ2X1Utd282SHF4NnZCSTJEUmZqYXU0aWhtQV9DWGZZRGxzRlZOSlpwdF9JczZwcTBPcXdDMlE5Y0xqcnQ1NVZSdFhlVldkbUtsVlhRNVpkUFRmZV9zemMzWWF5NURUdmNqREJTcURPU25vUHVDdTFqNUVDdmdwQ05OUEFhZ2pZS3BxWmtJM2lZaTdmdHJqOG5XdGNubDQwQXFV?oc=5
2026-09-23,BUMI,Bumi Resources,ok,23 Sep 18:40 WIB,Dunia Energi,management,"Direksi Borong 5,2 Juta Saham Bumi Resources Minerals, Sinyal Kuat Prospek Emas Palu Cerah",https://news.google.com/rss/articles/CBMiugFBVV95cUxOMWR6bmxyNS1wX0VGRzBkWjBvSmw4WlM4SXliSzMzTy1DRVJEay1LX0ZTcGRuSzdHZzh6a3RUOWZ4Vk9CdW5Ub3ZVR0lBRUctVlNKYlVkbGkzSTRtUXJPeGJ4QU11dWdOSjBzOXpfZ0ZlWkxSRE9oelNvdmk4YmZiVjBURjFjdWxUaDZpNlJBeTRyb0JnMXhfWHFuNzdrYzIxSkdtYkVDeXNtMWFPRjRtb0pDNHZ0WXZENkE?oc=5
2026-09-23,BUMI,Bumi Resources,ok,23 Sep 18:11 WIB,kontan.co.id,,Direktur Bumi Resources (BRMS) Ini Beli 750.500 Saham BRMS,https://news.google.com/rss/articles/CBMilgFBVV95cUxPMF9qREk4QTdnQnY5VDN4UzVvLWx1cnVrT2dWZUg1OVZRbHhwd3pJYlVTd0gxVEMwQUxkYlN4OFhDQUZrOWpDcm1KUjlFMDhOYUpSVGlWS1htNTBXMXhwQXpHUGZGcUg0ZkljaEQ4OVNXYno3Rm9adHJXbVJleWxxbzZ5c1I5a0gtU0pEQ25uUC11VE1rZFHSAY4BQVVfeXFMTmd3alVlQ2Y4YkRURmZ3cEdreVlleTNIVTlkZWw4UW5fSzRTQW5pODVOUHUxbHRsTWV5NktXdHIxMU0yMThwV3VPMzNmTFZBNDdXbm8yQk9JVTdJeWFfSllYOFY5QjFjdVQ2Wl9UVi1IYVU1ZVRlb01Za0habmVuWmp0TzlNcnNkWTRPRDZXdw?oc=5
2026-09-23,BUMI,Bumi Resources,ok,23 Sep 17:00 WIB,Pluang,,"Saham BUMI: Bidang Usaha, Pemilik & Harga 1 Lot",https://news.google.com/rss/articles/CBMid0FVX3lxTFBLRE5OdnhvN21vS2VVYzJBU29mcWpPck1mR1JCdU1RanNrOEE2QTJPOW9EVU82bHRlSUNFWF9lbmR0TW5iM0M4ejF3dVJSVVYzWC0wTU5NdW84UW9nLTdma3BxNGcwYkVuVjNBdm5SWkk0ZWFiMFRv?oc=5
