date,rank,rank_change,previous_rank_date,stock_code,company,transaction_value,value_source,volume,avg_value_20d,ohlcv_date,close,return_1d,return_3d,return_5d,ma20,ma50,ma20_rising,recent_swing_low_5d,corporate_action_in_window,rsi14,atr14,atr_pct,volume_vs_20d,support_prior_20d,resistance_prior_20d,trend,setup,entry,stop,resistance_target,target,distance_to_entry,risk_per_share,risk_pct_of_entry,reward_to_risk,reward_to_resistance,setup_status,foreign_buy_1d_shares,foreign_sell_1d_shares,foreign_net_1d_shares,foreign_net_1d_idr,foreign_net_3d_idr,foreign_net_5d_idr,foreign_turnover_3d_idr,foreign_sessions_5d,foreign_unit_1d,value_vs_20d_avg,foreign_net_pct_turnover,foreign_net_pct_turnover_3d,activity_signal,foreign_signal,flow_check
2026-09-23,1,0,2026-09-22,BBRI,Bank Rakyat Indonesia,656992941000,yfinance estimate (raw close x volume),205953900,666234286000.0,2026-09-23,3190.0,0.003144654088050425,-0.03625377643504535,-0.042042042042042094,3315.5,3153.8,True,3140.0,False,44.45830461744707,77.81341407809138,0.02439291977369636,1.024838464108978,3100.0,3440.0,Mixed,"No setup (mid-range, no trigger nearby)",3440,3360,,3600,0.07836990595611293,80,0.023255813953488372,,,Watch only,,,,,,,,4,,0.9861289861626845,,,Normal activity,Unavailable,No trigger
2026-09-23,2,1,2026-09-22,BBCA,Bank Central Asia,610004430000,yfinance estimate (raw close x volume),96826100,811048250125.0,2026-09-23,6300.0,0.016129032258064502,0.0,-0.0039525691699604515,6463.75,6395.5,False,6175.0,False,45.35517950387617,136.9027608048725,0.021730596953154366,0.7719160172886496,6175.0,6850.0,Mixed,No long setup (uptrend regime not confirmed),6475,6100,6850.0,7225,0.02777777777777768,375,0.05791505791505792,,,Watch only,,,,,,,,4,,0.7521185452357306,,,Normal activity,Unavailable,No trigger
2026-09-23,3,-1,2026-09-22,BUMI,Bumi Resources,533598641400,yfinance estimate (raw close x volume),2764759800,701223261150.0,2026-09-23,193.0,0.048913043478260976,0.0,-0.044554455445544594,203.9,186.18,True,182.0,False,47.13942960309724,10.106935096911963,0.05236753936223815,0.8099971959064359,181.0,232.0,Mixed,"No setup (mid-range, no trigger nearby)",232,220,,256,0.20207253886010368,12,0.05172413793103448,,,Watch only,,,,,,,,4,,0.760953994202792,,,Normal activity,Unavailable,No trigger
2026-09-23,4,4,2026-09-22,CUAN,Petrindo Jaya Kreasi,441235392000,yfinance estimate (raw close x volume),459620200,446045458925.0,2026-09-23,960.0,0.010526315789473717,0.037837837837837895,0.06666666666666665,915.5,801.5,True,900.0,False,62.93931921700348,53.93718128815216,0.056184563841825165,0.9499984622110693,755.0,1040.0,Bullish,"No setup (mid-range, no trigger nearby)",1040,985,,1150,0.08333333333333326,55,0.052884615384615384,,,Watch only,,,,,,,,4,,0.9892161957290349,,,Normal activity,Unavailable,No trigger
2026-09-23,5,1,2026-09-22,AMMN,Amman Mineral,376892709000,yfinance estimate (raw close x volume),77390700,406282113500.0,2026-09-23,4870.0,0.03397027600849256,0.040598290598290676,-0.05436893203883497,4671.0,4377.6,True,4610.0,False,58.293340866999756,203.77246439942851,0.04184239515388676,0.9083266770456047,4270.0,5275.0,Bullish,"No setup (mid-range, no trigger nearby)",5275,5050,,5725,0.08316221765913756,225,0.04265402843601896,,,Watch only,,,,,,,,4,,0.9276625686353284,,,Normal activity,Unavailable,No trigger
2026-09-23,6,-2,2026-09-22,BMRI,Bank Mandiri,369936357000,yfinance estimate (raw close x volume),88290300,588349998350.0,2026-09-23,4190.0,0.007211538461538547,-0.016431924882629123,-0.016431924882629123,4319.5,4259.6,True,4140.0,False,43.7977289882445,83.28918918417374,0.01987808811078132,0.6495357258884683,4130.0,4480.0,Mixed,No long setup (uptrend regime not confirmed),4320,4090,4480.0,4780,0.031026252983293645,230,0.05324074074074074,,,Watch only,,,,,,,,4,,0.628769198669957,,,Normal activity,Unavailable,No trigger
2026-09-23,7,New,2026-09-22,MDKA,Merdeka Copper Gold,346007508000,yfinance estimate (raw close x volume),112340100,117221797950.0,2026-09-23,3080.0,0.08833922261484095,0.06206896551724128,0.08070175438596494,2946.5,2857.6,False,2820.0,False,59.466222717753645,122.8416842797715,0.03988366372719854,2.8538244427026154,2780.0,3180.0,Bullish,No long setup (uptrend regime not confirmed),3080,2750,3180.0,3740,0.0,330,0.10714285714285714,,,Watch only,,,,,,,,4,,2.9517335005182797,,,Price-led activity,Unavailable,No trigger
2026-09-23,8,1,2026-09-22,TLKM,Telkom Indonesia,342150952000,yfinance estimate (raw close x volume),140225800,291447634050.0,2026-09-23,2440.0,-0.012145748987854255,-0.046875,-0.08270676691729328,2597.5,2620.0,False,2420.0,False,32.39165895286418,59.19872435892152,0.024261772278246524,1.2500204472671999,2450.0,2720.0,Bearish,No long setup (downtrend),2600,2390,2720.0,3020,0.06557377049180335,210,0.08076923076923077,,,Watch only,,,,,,,,4,,1.173970593775009,,,High activity,Unavailable,No trigger
2026-09-23,9,New,2026-09-22,ANTM,Aneka Tambang,263250832000,yfinance estimate (raw close x volume),80259400,368465662350.0,2026-09-23,3280.0,0.034700315457413256,-0.017964071856287456,0.01863354037267073,3185.5,3100.6,True,3140.0,False,56.57365611662086,111.28049122800887,0.03392697903292953,0.6967834296959493,3020.0,3370.0,Bullish,Breakout long,3370,3250,,3610,0.027439024390243816,120,0.03560830860534125,2.0,,Pending,,,,,,,,4,,0.7144514642722447,,,Normal activity,Unavailable,Flow unavailable
2026-09-23,10,New,2026-09-22,ASII,Astra International,217387075000,yfinance estimate (raw close x volume),45765700,225022464250.0,2026-09-23,4750.0,-0.006276150627615107,-0.014522821576763434,-0.020618556701030966,4868.0,4914.8,True,4750.0,False,41.606261006816354,100.83096769900305,0.02122757214715854,0.9916249974947037,4740.0,5050.0,Bearish,No long setup (downtrend),4870,4690,5050.0,5225,0.025263157894736876,180,0.03696098562628337,,,Watch only,,,,,,,,4,,0.9660683244428562,,,Normal activity,Unavailable,No trigger
